,movie_title,genres,country,language,imdb_score,actor_1_name
284,Minority Report ,"Action, Mystery, Sci-Fi, Thriller",USA,English,7.7,Tom Cruise
285,Harry Potter and the Chamber of Secrets ,"Adventure, Family, Fantasy, Mystery",UK,English,7.4,Daniel Radcliffe
286,Casino Royale ,"Action, Adventure, Thriller",UK,English,8.0,Eva Green
287,Planet of the Apes ,"Action, Adventure, Sci-Fi, Thriller",USA,English,5.7,Cary-Hiroyuki Tagawa
288,Terminator 2: Judgment Day ,"Action, Sci-Fi",USA,English,8.5,Joe Morton
289,Public Enemies ,"Biography, Crime, Drama, History, Romance",USA,English,7.0,Johnny Depp
290,American Gangster ,"Biography, Crime, Drama",USA,English,7.8,Denzel Washington
291,True Lies ,"Action, Comedy, Thriller",USA,English,7.2,Jamie Lee Curtis
292,The Taking of Pelham 1 2 3 ,"Action, Crime, Thriller",USA,English,6.4,Denzel Washington
293,Little Fockers ,"Comedy, Romance",USA,English,5.5,Robert De Niro
294,The Other Guys ,"Action, Comedy, Crime",USA,English,6.7,Dwayne Johnson
295,Eraser ,"Action, Drama, Mystery, Thriller",USA,English,6.1,Vanessa Williams
296,Django Unchained ,"Drama, Western",USA,English,8.5,Leonardo DiCaprio
297,The Hunchback of Notre Dame ,"Animation, Drama, Family, Musical, Romance",USA,English,6.9,Demi Moore
298,The Emperor's New Groove ,"Adventure, Animation, Comedy, Family, Fantasy",USA,English,7.3,Eartha Kitt
299,The Expendables 2 ,"Action, Adventure, Thriller",USA,English,6.7,Jason Statham
300,National Treasure ,"Action, Adventure, Comedy, Family, Mystery",USA,English,6.9,Nicolas Cage
301,Eragon ,"Action, Adventure, Family, Fantasy",USA,English,5.1,Djimon Hounsou
302,Where the Wild Things Are ,"Adventure, Drama, Family, Fantasy",Germany,English,6.8,Catherine O'Hara
303,Pan ,"Adventure, Family, Fantasy",USA,English,5.8,Hugh Jackman
304,Epic ,"Adventure, Animation, Family, Fantasy",USA,English,6.7,Josh Hutcherson
305,The Tourist ,"Action, Romance, Thriller",USA,English,6.0,Johnny Depp
306,End of Days ,"Action, Fantasy, Horror, Mystery",USA,English,5.7,CCH Pounder
307,Blood Diamond ,"Adventure, Drama, Thriller",Germany,English,8.0,Leonardo DiCaprio
308,The Wolf of Wall Street ,"Biography, Comedy, Crime, Drama",USA,English,8.2,Leonardo DiCaprio
309,Batman Forever ,"Action, Adventure, Fantasy",USA,English,5.4,Michael Gough
310,Starship Troopers ,"Action, Sci-Fi, War",USA,English,7.2,Jake Busey
311,Cloud Atlas ,"Drama, Sci-Fi",Germany,English,7.5,Tom Hanks
312,Legend of the Guardians: The Owls of Ga'Hoole ,"Action, Adventure, Animation, Family, Fantasy",USA,English,7.0,Abbie Cornish
313,Catwoman ,"Action, Crime, Fantasy, Romance, Thriller",USA,English,3.3,Frances Conroy
314,Hercules ,"Action, Adventure",USA,English,6.0,Dwayne Johnson
315,Treasure Planet ,"Adventure, Animation, Family, Sci-Fi",USA,English,7.1,Joseph Gordon-Levitt
316,Land of the Lost ,"Adventure, Comedy, Sci-Fi",USA,English,5.4,Will Ferrell
317,The Expendables 3 ,"Action, Adventure, Thriller",USA,English,6.1,Jason Statham
318,Point Break ,"Action, Crime, Sport, Thriller",USA,English,5.3,Ray Winstone
319,Son of the Mask ,"Comedy, Family, Fantasy",USA,English,2.2,Jamie Kennedy
320,In the Heart of the Sea ,"Action, Adventure, Biography, Drama, History, Thriller",USA,English,7.0,Chris Hemsworth
321,The Adventures of Pluto Nash ,"Action, Comedy, Sci-Fi",USA,English,3.8,Rosario Dawson
322,Green Zone ,"Action, Drama, Thriller, War",France,English,6.9,Matt Damon
323,The Peanuts Movie ,"Adventure, Animation, Comedy, Family",USA,English,7.2,Francesca Capaldi
324,The Spanish Prisoner ,"Drama, Mystery, Thriller",USA,English,7.3,Ben Gazzara
325,The Mummy Returns ,"Action, Adventure, Fantasy, Thriller",USA,English,6.3,Dwayne Johnson
326,Gangs of New York ,"Crime, Drama",USA,English,7.5,Leonardo DiCaprio
327,The Flowers of War ,"Drama, History, Romance, War",China,Mandarin,7.6,Christian Bale
328,Surf's Up ,"Animation, Comedy, Family, Sport",USA,English,6.8,Jeff Bridges
329,The Stepford Wives ,"Comedy, Sci-Fi, Thriller",USA,English,5.2,Jon Lovitz
330,Black Hawk Down ,"Drama, History, War",USA,English,7.7,Ioan Gruffudd
331,The Campaign ,Comedy,USA,English,6.2,Will Ferrell
332,The Fifth Element ,"Action, Adventure, Sci-Fi",France,English,7.7,Milla Jovovich
333,Sex and the City 2 ,"Comedy, Drama, Romance",USA,English,4.3,Chris Noth
334,The Road to El Dorado ,"Adventure, Animation, Comedy, Family, Romance",USA,English,6.9,Frank Welker
335,Ice Age: Continental Drift ,"Adventure, Animation, Comedy, Family",USA,English,6.6,Peter Dinklage
336,Cinderella ,"Drama, Family, Fantasy, Romance",USA,English,7.0,Hayley Atwell
337,The Lovely Bones ,"Drama, Fantasy, Thriller",USA,English,6.7,Michael Imperioli
338,Finding Nemo ,"Adventure, Animation, Comedy, Family",USA,English,8.2,Alexander Gould
339,The Lord of the Rings: The Return of the King ,"Action, Adventure, Drama, Fantasy",USA,English,8.9,Orlando Bloom
340,The Lord of the Rings: The Two Towers ,"Action, Adventure, Drama, Fantasy",USA,English,8.7,Christopher Lee
341,Seventh Son ,"Action, Adventure, Fantasy",USA,English,5.5,Jeff Bridges
342,Lara Croft: Tomb Raider ,"Action, Adventure, Fantasy, Thriller",USA,English,5.7,Angelina Jolie Pitt
343,Transcendence ,"Drama, Mystery, Romance, Sci-Fi, Thriller",UK,English,6.3,Johnny Depp
344,Jurassic Park III ,"Action, Adventure, Sci-Fi, Thriller",USA,English,5.9,Michael Jeter
345,Rise of the Planet of the Apes ,"Action, Drama, Sci-Fi, Thriller",USA,English,7.6,James Franco
346,The Spiderwick Chronicles ,"Adventure, Family, Fantasy",USA,English,6.6,Martin Short
347,A Good Day to Die Hard ,"Action, Thriller",USA,English,5.3,Bruce Willis
348,The Alamo ,"Drama, History, War, Western",USA,English,6.0,Dennis Quaid
349,The Incredibles ,"Action, Adventure, Animation, Family",USA,English,8.0,Holly Hunter
350,Cutthroat Island ,"Action, Adventure, Comedy",USA,English,5.6,Christopher Masterson
351,Percy Jackson & the Olympians: The Lightning Thief ,"Adventure, Family, Fantasy",UK,English,5.9,Logan Lerman
352,Men in Black ,"Adventure, Comedy, Family, Mystery, Sci-Fi",USA,English,7.3,Will Smith
353,Toy Story 2 ,"Adventure, Animation, Comedy, Family, Fantasy",USA,English,7.9,Tom Hanks
354,Unstoppable ,"Action, Thriller",USA,English,6.8,Denzel Washington
355,Rush Hour 2 ,"Action, Comedy, Crime, Thriller",USA,English,6.6,Mei Melançon
356,What Lies Beneath ,"Drama, Fantasy, Horror, Mystery, Thriller",USA,English,6.6,Harrison Ford
357,Cloudy with a Chance of Meatballs ,"Animation, Comedy, Family, Sci-Fi",USA,English,7.0,Will Forte
358,Ice Age: Dawn of the Dinosaurs ,"Action, Adventure, Animation, Comedy, Family",USA,English,7.0,Denis Leary
359,The Secret Life of Walter Mitty ,"Adventure, Comedy, Drama, Fantasy, Romance",USA,English,7.3,Adam Scott
360,Charlie's Angels ,"Action, Adventure, Comedy, Crime, Thriller",USA,English,5.5,Bill Murray
361,The Departed ,"Crime, Drama, Thriller",USA,English,8.5,Leonardo DiCaprio
362,Mulan ,"Adventure, Animation, Family, Fantasy, Musical, War",USA,English,7.5,Ming-Na Wen
363,Tropic Thunder ,"Action, Comedy",USA,English,7.0,Robert Downey Jr.
364,The Girl with the Dragon Tattoo ,"Crime, Drama, Mystery, Thriller",USA,English,7.8,Robin Wright
365,Die Hard with a Vengeance ,"Action, Adventure, Thriller",USA,English,7.6,Bruce Willis
366,Sherlock Holmes ,"Action, Adventure, Crime, Mystery, Thriller",USA,English,7.6,Robert Downey Jr.
367,Ben-Hur ,"Adventure, Drama, History",USA,English,6.1,Morgan Freeman
368,Atlantis: The Lost Empire ,"Action, Adventure, Animation, Family, Fantasy, Sci-Fi",USA,English,6.8,Leonard Nimoy
369,Alvin and the Chipmunks: The Road Chip ,"Adventure, Animation, Comedy, Family, Fantasy, Music",USA,English,5.0,Bella Thorne
370,Valkyrie ,"Drama, History, Thriller, War",USA,English,7.1,Tom Cruise
371,You Don't Mess with the Zohan ,"Action, Comedy",USA,English,5.5,Adam Sandler
372,Pixels ,"Action, Animation, Comedy, Sci-Fi",USA,English,5.6,Peter Dinklage
373,A.I. Artificial Intelligence ,"Adventure, Drama, Sci-Fi",USA,English,7.1,Haley Joel Osment
374,The Haunted Mansion ,"Comedy, Family, Fantasy, Horror, Mystery",USA,English,4.9,Marsha Thomason
375,Contact ,"Drama, Mystery, Sci-Fi, Thriller",USA,English,7.4,Matthew McConaughey
376,Hollow Man ,"Action, Horror, Sci-Fi, Thriller",USA,English,5.7,Greg Grunberg
377,The Interpreter ,"Crime, Mystery, Thriller",UK,Aboriginal,6.4,Curtiss Cook
378,Percy Jackson: Sea of Monsters ,"Adventure, Family, Fantasy",USA,English,5.9,Logan Lerman
379,Lara Croft Tomb Raider: The Cradle of Life ,"Action, Adventure, Fantasy",USA,English,5.5,Gerard Butler
380,Now You See Me 2 ,"Action, Adventure, Comedy, Crime, Mystery, Thriller",USA,English,6.9,Daniel Radcliffe
381,The Saint ,"Action, Adventure, Romance, Sci-Fi, Thriller",USA,English,6.2,Alun Armstrong
382,Spy Game ,"Action, Crime, Thriller",Germany,English,7.0,Brad Pitt
383,Mission to Mars ,"Adventure, Sci-Fi, Thriller",USA,English,5.6,Don Cheadle
384,Rio ,"Adventure, Animation, Comedy, Family, Musical",USA,English,7.0,Anne Hathaway
385,Bicentennial Man ,"Comedy, Drama, Sci-Fi",USA,English,6.8,Robin Williams
386,Volcano ,"Action, Drama, Sci-Fi, Thriller",USA,English,5.4,Don Cheadle
387,The Devil's Own ,"Action, Crime, Drama, Thriller",USA,English,6.1,Harrison Ford
388,K-19: The Widowmaker ,"Drama, History, Thriller, War",UK,English,6.7,Liam Neeson
389,Fantastic Four ,"Action, Adventure, Sci-Fi",USA,English,4.3,Tim Blake Nelson
390,Conan the Barbarian ,"Adventure, Fantasy",USA,English,6.9,William Smith
391,Cinderella Man ,"Biography, Drama, Sport",USA,English,8.0,Paddy Considine
392,The Nutcracker in 3D ,"Action, Family, Fantasy, Musical",UK,English,4.4,Shirley Henderson
393,Seabiscuit ,"Drama, History, Sport",USA,English,7.3,Jeff Bridges
394,Twister ,"Action, Adventure, Drama, Thriller",USA,English,6.3,Philip Seymour Hoffman
395,The Fast and the Furious ,"Action, Crime, Thriller",USA,English,6.7,Paul Walker
396,Cast Away ,"Adventure, Drama, Romance",USA,English,7.7,Tom Hanks
397,Happy Feet ,"Animation, Comedy, Family, Music, Romance",USA,English,6.5,Robin Williams
398,The Bourne Supremacy ,"Action, Mystery, Thriller",USA,English,7.8,Matt Damon
399,Air Force One ,"Action, Adventure, Drama, Thriller",USA,English,6.4,Harrison Ford
400,Ocean's Eleven ,"Crime, Thriller",USA,English,7.8,Brad Pitt
401,The Three Musketeers ,"Action, Adventure, Romance",Germany,English,5.8,Milla Jovovich
402,Hotel Transylvania ,"Animation, Comedy, Family, Fantasy",USA,English,7.1,Steve Buscemi
403,Enchanted ,"Animation, Comedy, Family, Fantasy, Musical, Romance",USA,English,7.1,Jeff Bennett
404,Hannibal             ,"Crime, Drama, Horror, Mystery, Thriller",USA,English,8.6,Caroline Dhavernas
405,Safe House ,"Action, Crime, Mystery, Thriller",USA,English,6.8,Denzel Washington
406,102 Dalmatians ,"Adventure, Comedy, Family",USA,English,4.8,Ioan Gruffudd
407,Tower Heist ,"Action, Comedy, Crime",USA,English,6.2,Matthew Broderick
408,The Holiday ,"Comedy, Romance",USA,English,6.9,Kate Winslet
409,Enemy of the State ,"Action, Crime, Drama, Mystery, Thriller",USA,English,7.3,Will Smith
410,It's Complicated ,"Comedy, Drama, Romance",USA,English,6.6,Meryl Streep
411,Ocean's Thirteen ,"Crime, Thriller",USA,English,6.9,Al Pacino
412,Open Season ,"Adventure, Animation, Comedy, Family",USA,English,6.2,Jon Favreau
413,Divergent ,"Adventure, Mystery, Sci-Fi",USA,English,6.7,Kate Winslet
414,Enemy at the Gates ,"Drama, History, War",USA,English,7.6,Bob Hoskins
415,The Rundown ,"Action, Adventure, Comedy, Thriller",USA,English,6.7,Dwayne Johnson
416,Last Action Hero ,"Action, Adventure, Comedy, Fantasy",USA,English,6.2,F. Murray Abraham
417,Memoirs of a Geisha ,"Drama, Romance",USA,English,7.3,Li Gong
418,The Fast and the Furious: Tokyo Drift ,"Action, Crime, Thriller",USA,English,6.0,Amber Stevens West
419,Arthur Christmas ,"Adventure, Animation, Comedy, Family, Fantasy",UK,English,7.1,Jim Broadbent
420,Meet Joe Black ,"Drama, Fantasy, Romance",USA,English,7.1,Anthony Hopkins
421,Collateral Damage ,"Action, Drama, Thriller",USA,English,5.5,Raymond Cruz
422,All That Jazz ,"Comedy, Drama, Music, Musical",USA,English,7.8,Roy Scheider
423,Mirror Mirror ,"Adventure, Comedy, Drama, Family, Fantasy",USA,English,5.6,Julia Roberts
424,Scott Pilgrim vs. the World ,"Action, Comedy, Fantasy, Romance",USA,English,7.5,Anna Kendrick
425,The Core ,"Action, Adventure, Sci-Fi, Thriller",USA,English,5.4,Glenn Morshower
426,Nutty Professor II: The Klumps ,"Comedy, Romance, Sci-Fi",USA,English,4.3,Larry Miller
427,Scooby-Doo ,"Adventure, Comedy, Mystery",USA,English,4.9,Sarah Michelle Gellar
428,Dredd ,"Action, Sci-Fi",UK,English,7.1,Wood Harris
429,Click ,"Comedy, Drama, Fantasy, Romance",USA,English,6.4,Adam Sandler
430,Creepshow ,"Comedy, Fantasy, Horror",USA,English,6.9,Ted Danson
431,Cats & Dogs: The Revenge of Kitty Galore ,"Action, Comedy, Family, Fantasy",USA,English,4.3,Jack McBrayer
432,Jumper ,"Action, Adventure, Sci-Fi, Thriller",USA,English,6.1,Kristen Stewart
433,Hellboy II: The Golden Army ,"Action, Adventure, Fantasy, Horror, Sci-Fi",USA,English,7.0,Seth MacFarlane
434,Zodiac ,"Crime, Drama, History, Mystery, Thriller",USA,English,7.7,Robert Downey Jr.
435,The 6th Day ,"Action, Mystery, Sci-Fi, Thriller",USA,English,5.9,Robert Duvall
436,Bruce Almighty ,"Comedy, Drama",USA,English,6.7,Morgan Freeman
437,The Expendables ,"Action, Adventure, Thriller",USA,English,6.5,Jason Statham
438,Mission: Impossible ,"Action, Adventure, Thriller",USA,English,7.1,Tom Cruise
439,The Hunger Games ,"Adventure, Drama, Sci-Fi, Thriller",USA,English,7.3,Jennifer Lawrence
440,The Hangover Part II ,Comedy,USA,English,6.5,Bradley Cooper
441,Batman Returns ,Action,USA,English,7.0,Michael Gough
442,Over the Hedge ,"Adventure, Animation, Comedy, Family",USA,English,6.8,Bruce Willis
443,Lilo & Stitch ,"Adventure, Animation, Comedy, Drama, Family, Fantasy, Sci-Fi",USA,English,7.2,Tia Carrere
444,Charlotte's Web ,"Comedy, Family, Fantasy",USA,English,6.4,Steve Buscemi
445,Deep Impact ,"Action, Drama, Romance, Sci-Fi, Thriller",USA,English,6.1,Morgan Freeman
446,RED 2 ,"Action, Comedy, Crime, Thriller",USA,English,6.7,Bruce Willis
447,The Longest Yard ,"Comedy, Crime, Sport",USA,English,6.4,Adam Sandler
448,Alvin and the Chipmunks: Chipwrecked ,"Adventure, Animation, Comedy, Family, Fantasy, Music",USA,English,4.4,Amy Poehler
449,Grown Ups 2 ,Comedy,USA,English,5.4,Steve Buscemi
450,Get Smart ,"Action, Adventure, Comedy",USA,English,6.5,Bill Murray
451,Something's Gotta Give ,"Comedy, Drama, Romance",USA,English,6.7,Keanu Reeves
452,Shutter Island ,"Mystery, Thriller",USA,English,8.1,Leonardo DiCaprio
453,Four Christmases ,"Comedy, Drama, Romance",Germany,English,5.6,Jon Favreau
454,Robots ,"Adventure, Animation, Comedy, Family, Sci-Fi",USA,English,6.3,Jim Broadbent
455,Face/Off ,"Action, Crime, Sci-Fi, Thriller",USA,English,7.3,Nicolas Cage
456,Bedtime Stories ,"Comedy, Family, Fantasy, Romance",USA,English,6.1,Adam Sandler
457,Road to Perdition ,"Crime, Drama, Thriller",USA,English,7.7,Tom Hanks
458,Just Go with It ,"Comedy, Romance",USA,English,6.4,Adam Sandler
459,Daredevil             ,"Action, Adventure, Crime, Drama, Sci-Fi, Thriller",USA,English,8.8,Elden Henson
460,Con Air ,"Action, Crime, Thriller",USA,English,6.8,Steve Buscemi
461,Eagle Eye ,"Action, Mystery, Thriller",USA,English,6.6,Rosario Dawson
462,Cold Mountain ,"Adventure, Drama, History, Romance, War",USA,English,7.2,Philip Seymour Hoffman
463,The Book of Eli ,"Action, Adventure, Drama, Thriller",USA,English,6.9,Denzel Washington
464,Flubber ,"Comedy, Family, Sci-Fi",USA,English,5.2,Robin Williams
465,The Haunting ,"Fantasy, Horror, Mystery, Thriller",USA,English,4.9,Liam Neeson
466,Space Jam ,"Adventure, Animation, Comedy, Family, Fantasy, Sci-Fi, Sport",USA,English,6.3,Bill Murray
467,The Pink Panther ,"Adventure, Comedy, Crime, Family, Mystery",USA,English,5.6,Roger Rees
468,The Day the Earth Stood Still ,"Drama, Sci-Fi, Thriller",USA,English,5.5,Keanu Reeves
469,Conspiracy Theory ,"Action, Crime, Mystery, Romance, Thriller",USA,English,6.7,Julia Roberts
470,Fury ,"Action, Drama, War",USA,English,7.6,Brad Pitt
471,Six Days Seven Nights ,"Action, Adventure, Comedy, Romance",USA,English,5.7,Harrison Ford
472,Yogi Bear ,"Adventure, Animation, Comedy, Family",USA,English,4.6,Justin Timberlake
473,Spirit: Stallion of the Cimarron ,"Adventure, Animation, Family, Western",USA,English,7.0,Matt Damon
474,Zookeeper ,"Comedy, Family, Romance",USA,English,5.2,Rosario Dawson
475,Lost in Space ,"Action, Adventure, Family, Sci-Fi, Thriller",USA,English,5.1,Gary Oldman
476,The Manchurian Candidate ,"Drama, Mystery, Sci-Fi, Thriller",USA,English,6.6,Denzel Washington
477,Déjà Vu ,"Drama, Romance",USA,English,7.0,Vanessa Redgrave
478,Hotel Transylvania 2 ,"Animation, Comedy, Family, Fantasy",USA,English,6.7,Steve Buscemi
479,Bewitched             ,"Comedy, Family, Fantasy",USA,English,7.6,Elizabeth Montgomery
480,Fantasia 2000 ,"Animation, Family, Fantasy, Music",USA,English,7.3,Quincy Jones
481,The Time Machine ,"Action, Adventure, Sci-Fi",USA,English,5.9,Mark Addy
482,Mighty Joe Young ,"Action, Adventure, Family, Fantasy, Thriller",USA,English,5.6,Charlize Theron
483,Swordfish ,"Action, Crime, Thriller",USA,English,6.5,Hugh Jackman
484,The Legend of Zorro ,"Action, Adventure, Western",USA,Spanish,5.9,Michael Emerson
485,What Dreams May Come ,"Drama, Fantasy, Romance",USA,English,7.0,Robin Williams
486,Little Nicky ,"Comedy, Fantasy",USA,English,5.3,Adam Sandler
487,The Brothers Grimm ,"Action, Adventure, Comedy, Fantasy, Thriller",USA,English,5.9,Matt Damon
488,Mars Attacks! ,"Action, Comedy, Sci-Fi",USA,English,6.3,Natalie Portman
489,Evolution ,"Drama, Horror, Mystery, Sci-Fi",France,French,6.4,Nissim Renard
490,The Edge ,"Action, Adventure, Drama, Thriller",USA,English,6.9,Anthony Hopkins
491,Surrogates ,"Action, Sci-Fi, Thriller",USA,English,6.3,Bruce Willis
492,Thirteen Days ,"Drama, History, Thriller",USA,English,7.3,Bruce Greenwood
493,Daylight ,"Action, Adventure, Drama, Thriller",USA,English,5.8,Sylvester Stallone
494,Walking with Dinosaurs 3D ,"Adventure, Animation, Family",USA,English,5.2,Charlie Rowe
495,Battlefield Earth ,"Action, Adventure, Sci-Fi",USA,English,2.4,Richard Tyson
496,Looney Tunes: Back in Action ,"Adventure, Animation, Comedy, Family, Fantasy, Sci-Fi",Germany,English,5.7,Brendan Fraser
497,Nine ,"Drama, Musical, Romance",USA,English,5.8,Fergie
498,Timeline ,"Action, Adventure, Sci-Fi",USA,English,5.6,Paul Walker
499,The Postman ,"Action, Adventure, Drama, Sci-Fi",USA,English,6.0,Olivia Williams
500,Babe: Pig in the City ,"Adventure, Comedy, Drama, Family, Fantasy",Australia,English,5.8,Adam Goldberg
501,The Last Witch Hunter ,"Action, Adventure, Fantasy",USA,English,6.0,Vin Diesel
502,Red Planet ,"Action, Sci-Fi, Thriller",USA,English,5.7,Bob Neill
503,Arthur and the Invisibles ,"Adventure, Animation, Family, Fantasy",France,English,6.0,Mia Farrow
504,Oceans ,"Documentary, Drama",France,French,7.8,Pedro Armendáriz Jr.
505,A Sound of Thunder ,"Action, Adventure, Horror, Sci-Fi, Thriller",UK,English,4.2,David Oyelowo
506,Pompeii ,"Action, Adventure, Drama, History, Romance",Canada,English,5.6,Sasha Roiz
507,Top Cat Begins ,"Animation, Family",Mexico,Spanish,4.4,Sariann Monaco
508,A Beautiful Mind ,"Biography, Drama",USA,English,8.2,Adam Goldberg
509,The Lion King ,"Adventure, Animation, Drama, Family, Musical",USA,English,8.5,Matthew Broderick
510,Journey 2: The Mysterious Island ,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",USA,English,5.8,Josh Hutcherson
